date	size'/'remotesize	flags(request:Update,Range state:File response:Modified,Chunked,gZipped)	statuscode	status ('servermsg')	MIME	Etag|Date	URL	localfile	(from URL)
12:04:34	35711/35711	---M--	200	added ('OK')	image/jpeg	date:Mon,%2011%20Nov%202019%2016:54:19%20GMT	https://zilirattan.az/wp-content/uploads/2019/11/cropped-PicsArt_11-11-08.51.49-1.jpg	C:/Users/Code/Desktop/Zilirattan.az/zilirattan.az/wp-content/uploads/2019/11/cropped-PicsArt_11-11-08.51.49-1.jpg	(from https://zilirattan.az/)
12:04:35	33890/33890	---MC-	404	error ('Not%20Found')	text/html	date:Mon,%2016%20Mar%202020%2008:04:29%20GMT	https://zilirattan.az/divand%c9%99stl%c9%99ri	C:/Users/Code/Desktop/Zilirattan.az/zilirattan.az/divand%c9%99stl%c9%99ri	(from https://zilirattan.az/)
12:04:37	55694/55694	---MC-	200	added ('OK')	text/html	date:Mon,%2016%20Mar%202020%2008:04:29%20GMT	https://zilirattan.az/urun-kategori/masa/	C:/Users/Code/Desktop/Zilirattan.az/zilirattan.az/urun-kategori/masa/index.html	(from https://zilirattan.az/)
12:04:38	34110/34110	---MC-	200	added ('OK')	text/html	date:Mon,%2016%20Mar%202020%2008:04:29%20GMT	https://zilirattan.az/kataloq/	C:/Users/Code/Desktop/Zilirattan.az/zilirattan.az/kataloq/index.html	(from https://zilirattan.az/)
12:04:38	38184/38184	---MC-	200	added ('OK')	text/html	date:Mon,%2016%20Mar%202020%2008:04:30%20GMT	https://zilirattan.az/urun-kategori/yellencek/	C:/Users/Code/Desktop/Zilirattan.az/zilirattan.az/urun-kategori/yellencek/index.html	(from https://zilirattan.az/)
12:04:38	49665/49665	---MC-	200	added ('OK')	text/html	date:Mon,%2016%20Mar%202020%2008:04:31%20GMT	https://zilirattan.az/urun-kategori/divan/	C:/Users/Code/Desktop/Zilirattan.az/zilirattan.az/urun-kategori/divan/index.html	(from https://zilirattan.az/)
12:04:40	95305/95305	---M--	200	added ('OK')	image/jpeg	date:Fri,%2018%20Oct%202019%2013:32:55%20GMT	https://zilirattan.az/wp-content/uploads/2019/10/2.jpg	C:/Users/Code/Desktop/Zilirattan.az/zilirattan.az/wp-content/uploads/2019/10/2.jpg	(from https://zilirattan.az/)
12:04:40	39428/39428	---MC-	200	added ('OK')	text/html	date:Mon,%2016%20Mar%202020%2008:04:33%20GMT	https://zilirattan.az/urun-kategori/sezlong/	C:/Users/Code/Desktop/Zilirattan.az/zilirattan.az/urun-kategori/sezlong/index.html	(from https://zilirattan.az/)
12:04:40	33383/33383	---MC-	200	added ('OK')	text/html	date:Mon,%2016%20Mar%202020%2008:04:34%20GMT	https://zilirattan.az/urun-kategori/endirim/	C:/Users/Code/Desktop/Zilirattan.az/zilirattan.az/urun-kategori/endirim/index.html	(from https://zilirattan.az/)
12:04:41	96163/96163	---M--	200	added ('OK')	image/jpeg	date:Fri,%2018%20Oct%202019%2013:33:01%20GMT	https://zilirattan.az/wp-content/uploads/2019/10/3-1.jpg	C:/Users/Code/Desktop/Zilirattan.az/zilirattan.az/wp-content/uploads/2019/10/3-1.jpg	(from https://zilirattan.az/)
12:04:41	34889/34889	---MC-	200	added ('OK')	text/html	date:Mon,%2016%20Mar%202020%2008:04:34%20GMT	https://zilirattan.az/servis-xidm%c9%99ti/	C:/Users/Code/Desktop/Zilirattan.az/zilirattan.az/servis-xidm%c9%99ti/index.html	(from https://zilirattan.az/)
12:04:41	33557/33557	---MC-	200	added ('OK')	text/html	date:Mon,%2016%20Mar%202020%2008:04:34%20GMT	https://zilirattan.az/urun-kategori/diger/	C:/Users/Code/Desktop/Zilirattan.az/zilirattan.az/urun-kategori/diger/index.html	(from https://zilirattan.az/)
12:04:42	38522/38522	---MC-	200	added ('OK')	text/html	date:Mon,%2016%20Mar%202020%2008:04:35%20GMT	https://zilirattan.az/sirk%c9%99t-haqqinda/	C:/Users/Code/Desktop/Zilirattan.az/zilirattan.az/sirk%c9%99t-haqqinda/index.html	(from https://zilirattan.az/)
12:04:42	40509/40509	---MC-	200	added ('OK')	text/html	date:Mon,%2016%20Mar%202020%2008:04:36%20GMT	https://zilirattan.az/%c9%99laq%c9%99-1/	C:/Users/Code/Desktop/Zilirattan.az/zilirattan.az/%c9%99laq%c9%99-1/index.html	(from https://zilirattan.az/)
12:04:43	208961/208961	---M--	200	added ('OK')	image/jpeg	date:Fri,%2018%20Oct%202019%2013:33:07%20GMT	https://zilirattan.az/wp-content/uploads/2019/10/7.jpg	C:/Users/Code/Desktop/Zilirattan.az/zilirattan.az/wp-content/uploads/2019/10/7.jpg	(from https://zilirattan.az/)
12:04:43	108899/108899	---M--	200	added ('OK')	image/jpeg	date:Fri,%2018%20Oct%202019%2013:33:14%20GMT	https://zilirattan.az/wp-content/uploads/2019/10/15.jpg	C:/Users/Code/Desktop/Zilirattan.az/zilirattan.az/wp-content/uploads/2019/10/15.jpg	(from https://zilirattan.az/)
12:04:44	145234/145234	---M--	200	added ('OK')	image/jpeg	date:Fri,%2018%20Oct%202019%2013:33:19%20GMT	https://zilirattan.az/wp-content/uploads/2019/10/25.jpg	C:/Users/Code/Desktop/Zilirattan.az/zilirattan.az/wp-content/uploads/2019/10/25.jpg	(from https://zilirattan.az/)
12:04:44	138845/138845	---M--	200	added ('OK')	image/jpeg	date:Fri,%2018%20Oct%202019%2013:33:26%20GMT	https://zilirattan.az/wp-content/uploads/2019/10/27.jpg	C:/Users/Code/Desktop/Zilirattan.az/zilirattan.az/wp-content/uploads/2019/10/27.jpg	(from https://zilirattan.az/)
12:04:44	185430/185430	---M--	200	added ('OK')	image/jpeg	date:Fri,%2018%20Oct%202019%2013:33:33%20GMT	https://zilirattan.az/wp-content/uploads/2019/10/28.jpg	C:/Users/Code/Desktop/Zilirattan.az/zilirattan.az/wp-content/uploads/2019/10/28.jpg	(from https://zilirattan.az/)
12:04:44	107711/107711	---M--	200	added ('OK')	image/jpeg	date:Fri,%2018%20Oct%202019%2013:21:31%20GMT	https://zilirattan.az/wp-content/uploads/2019/10/13.jpg	C:/Users/Code/Desktop/Zilirattan.az/zilirattan.az/wp-content/uploads/2019/10/13.jpg	(from https://zilirattan.az/)
12:04:45	1723/1723	---M--	200	added ('OK')	image/png	date:Sun,%2024%20Nov%202019%2020:14:17%20GMT	https://img.icons8.com/cute-clipart/27/000000/instagram-new.png	C:/Users/Code/Desktop/Zilirattan.az/img.icons8.com/cute-clipart/27/000000/instagram-new.png	(from https://zilirattan.az/)
12:04:46	1491/1491	---M--	200	added ('OK')	image/png	date:Thu,%2021%20Nov%202019%2020:43:54%20GMT	https://img.icons8.com/doodle/25/000000/whatsapp.png	C:/Users/Code/Desktop/Zilirattan.az/img.icons8.com/doodle/25/000000/whatsapp.png	(from https://zilirattan.az/)
12:04:47	1131/1131	---M--	200	added ('OK')	image/png	date:Thu,%2021%20Nov%202019%2022:01:12%20GMT	https://img.icons8.com/plasticine/30/000000/facebook-new.png	C:/Users/Code/Desktop/Zilirattan.az/img.icons8.com/plasticine/30/000000/facebook-new.png	(from https://zilirattan.az/)
12:04:47	14440/14440	---M--	200	added ('OK')	application/javascript	date:Thu,%2017%20Oct%202019%2010:39:05%20GMT	https://zilirattan.az/wp-content/plugins/contact-form-7/includes/js/scripts.js?ver=5.1.4	C:/Users/Code/Desktop/Zilirattan.az/zilirattan.az/wp-content/plugins/contact-form-7/includes/js/scripts58e0.js	(from https://zilirattan.az/)
12:04:48	9566/9566	---M--	200	added ('OK')	application/javascript	date:Fri,%2008%20Nov%202019%2007:19:38%20GMT	https://zilirattan.az/wp-content/plugins/woocommerce/assets/js/jquery-blockui/jquery.blockUI.min.js?ver=2.70	C:/Users/Code/Desktop/Zilirattan.az/zilirattan.az/wp-content/plugins/woocommerce/assets/js/jquery-blockui/jquery.blockUI.min44fd.js	(from https://zilirattan.az/)
12:04:48	2750/2750	---M--	200	added ('OK')	application/javascript	date:Fri,%2008%20Nov%202019%2007:19:38%20GMT	https://zilirattan.az/wp-content/plugins/woocommerce/assets/js/frontend/add-to-cart.min.js?ver=3.8.0	C:/Users/Code/Desktop/Zilirattan.az/zilirattan.az/wp-content/plugins/woocommerce/assets/js/frontend/add-to-cart.min9e95.js	(from https://zilirattan.az/)
12:04:48	1846/1846	---M--	200	added ('OK')	application/javascript	date:Fri,%2008%20Nov%202019%2007:19:38%20GMT	https://zilirattan.az/wp-content/plugins/woocommerce/assets/js/js-cookie/js.cookie.min.js?ver=2.1.4	C:/Users/Code/Desktop/Zilirattan.az/zilirattan.az/wp-content/plugins/woocommerce/assets/js/js-cookie/js.cookie.min6b25.js	(from https://zilirattan.az/)
12:04:49	1472/1472	---M--	200	added ('OK')	application/javascript	date:Fri,%2008%20Nov%202019%2007:19:38%20GMT	https://zilirattan.az/wp-content/plugins/woocommerce/assets/js/frontend/woocommerce.min.js?ver=3.8.0	C:/Users/Code/Desktop/Zilirattan.az/zilirattan.az/wp-content/plugins/woocommerce/assets/js/frontend/woocommerce.min9e95.js	(from https://zilirattan.az/)
12:04:49	2940/2940	---M--	200	added ('OK')	application/javascript	date:Fri,%2008%20Nov%202019%2007:19:38%20GMT	https://zilirattan.az/wp-content/plugins/woocommerce/assets/js/frontend/cart-fragments.min.js?ver=3.8.0	C:/Users/Code/Desktop/Zilirattan.az/zilirattan.az/wp-content/plugins/woocommerce/assets/js/frontend/cart-fragments.min9e95.js	(from https://zilirattan.az/)
12:04:49	4589/4589	---M--	200	added ('OK')	application/javascript	date:Fri,%2018%20Oct%202019%2008:11:25%20GMT	https://zilirattan.az/wp-content/themes/zakra/assets/js/navigation.min.js?ver=20151215	C:/Users/Code/Desktop/Zilirattan.az/zilirattan.az/wp-content/themes/zakra/assets/js/navigation.min4a7d.js	(from https://zilirattan.az/)
12:04:50	325/325	---M--	200	added ('OK')	application/javascript	date:Fri,%2018%20Oct%202019%2008:11:25%20GMT	https://zilirattan.az/wp-content/themes/zakra/assets/js/skip-link-focus-fix.min.js?ver=20151215	C:/Users/Code/Desktop/Zilirattan.az/zilirattan.az/wp-content/themes/zakra/assets/js/skip-link-focus-fix.min4a7d.js	(from https://zilirattan.az/)
12:04:50	3161/3161	---M--	200	added ('OK')	application/javascript	date:Fri,%2018%20Oct%202019%2008:11:25%20GMT	https://zilirattan.az/wp-content/themes/zakra/assets/js/zakra-custom.min.js?ver=5.2.5	C:/Users/Code/Desktop/Zilirattan.az/zilirattan.az/wp-content/themes/zakra/assets/js/zakra-custom.min6619.js	(from https://zilirattan.az/)
12:04:50	1403/1403	---M--	200	added ('OK')	application/javascript	date:Thu,%2030%20Aug%202018%2012:40:26%20GMT	https://zilirattan.az/wp-includes/js/wp-embed.min.js?ver=5.2.5	C:/Users/Code/Desktop/Zilirattan.az/zilirattan.az/wp-includes/js/wp-embed.min6619.js	(from https://zilirattan.az/)
12:04:51	6527/6527	---M--	200	added ('OK')	application/javascript	date:Thu,%2003%20Nov%202016%2005:40:34%20GMT	https://zilirattan.az/wp-includes/js/jquery/ui/position.min.js?ver=1.11.4	C:/Users/Code/Desktop/Zilirattan.az/zilirattan.az/wp-includes/js/jquery/ui/position.mine899.js	(from https://zilirattan.az/)
12:04:51	47151/47151	---M--	200	added ('OK')	application/javascript	date:Thu,%2017%20Oct%202019%2010:38:46%20GMT	https://zilirattan.az/wp-content/plugins/elementor/assets/js/frontend-modules.min.js?ver=2.7.4	C:/Users/Code/Desktop/Zilirattan.az/zilirattan.az/wp-content/plugins/elementor/assets/js/frontend-modules.minae29.js	(from https://zilirattan.az/)
12:04:51	10681/10681	---M--	200	added ('OK')	application/javascript	date:Thu,%2017%20Oct%202019%2010:38:46%20GMT	https://zilirattan.az/wp-content/plugins/elementor/assets/lib/dialog/dialog.min.js?ver=4.7.3	C:/Users/Code/Desktop/Zilirattan.az/zilirattan.az/wp-content/plugins/elementor/assets/lib/dialog/dialog.minfe9d.js	(from https://zilirattan.az/)
12:04:52	12198/12198	---M--	200	added ('OK')	application/javascript	date:Thu,%2017%20Oct%202019%2010:38:47%20GMT	https://zilirattan.az/wp-content/plugins/elementor/assets/lib/waypoints/waypoints.min.js?ver=4.0.2	C:/Users/Code/Desktop/Zilirattan.az/zilirattan.az/wp-content/plugins/elementor/assets/lib/waypoints/waypoints.min05da.js	(from https://zilirattan.az/)
12:04:54	125578/125578	---M--	200	added ('OK')	application/javascript	date:Thu,%2017%20Oct%202019%2010:38:47%20GMT	https://zilirattan.az/wp-content/plugins/elementor/assets/lib/swiper/swiper.min.js?ver=4.4.6	C:/Users/Code/Desktop/Zilirattan.az/zilirattan.az/wp-content/plugins/elementor/assets/lib/swiper/swiper.min4f24.js	(from https://zilirattan.az/)
12:04:54	158/158	---MC-	302	error ('Moved%20Temporarily')	text/html	date:Mon,%2016%20Mar%202020%2008:04:51%20GMT	http://code.tidio.co/s6t3bcveutfv42ge7gunlw8xmtirik8e.js	C:/Users/Code/Desktop/Zilirattan.az/code.tidio.co/s6t3bcveutfv42ge7gunlw8xmtirik8e.39.delayed	(from https://zilirattan.az/)
12:04:56	15247/15247	---MCZ	200	added ('OK')	application/javascript	etag:W/%225e69f5ea-3b8f%22	http://widget-v4.tidiochat.com/1_23_1/static/js/render.ab87288d18522784d12b.js	C:/Users/Code/Desktop/Zilirattan.az/widget-v4.tidiochat.com/1_23_1/static/js/render.ab87288d18522784d12b.js	(from https://zilirattan.az/)
12:04:56	93289/93289	---M--	200	added ('OK')	application/javascript	date:Thu,%2017%20Oct%202019%2010:38:46%20GMT	https://zilirattan.az/wp-content/plugins/elementor/assets/js/frontend.min.js?ver=2.7.4	C:/Users/Code/Desktop/Zilirattan.az/zilirattan.az/wp-content/plugins/elementor/assets/js/frontend.minae29.js	(from https://zilirattan.az/)
12:04:56	847/847	---M--	200	added ('OK')	image/gif	date:Thu,%2017%20Oct%202019%2010:39:05%20GMT	https://zilirattan.az/wp-content/plugins/contact-form-7/images/ajax-loader.gif	C:/Users/Code/Desktop/Zilirattan.az/zilirattan.az/wp-content/plugins/contact-form-7/images/ajax-loader.gif	(from https://zilirattan.az/wp-content/plugins/contact-form-7/includes/css/styles.css?ver=5.1.4)
12:04:57	44868/44868	---M--	200	added ('OK')	application/vnd.ms-fontobject	date:Wed,%2027%20Mar%202019%2019:59:52%20GMT	https://zilirattan.az/wp-includes/fonts/dashicons.eot?50db0456fde2a241f005968eede3f987	C:/Users/Code/Desktop/Zilirattan.az/zilirattan.az/wp-includes/fonts/dashicons2ce6.eot	(from https://zilirattan.az/wp-includes/css/dashicons.min.css?ver=5.2.5)
12:04:57	44696/44696	---M--	200	added ('OK')	font/ttf	date:Wed,%2027%20Mar%202019%2019:59:52%20GMT	https://zilirattan.az/wp-includes/fonts/dashicons.ttf?50db0456fde2a241f005968eede3f987	C:/Users/Code/Desktop/Zilirattan.az/zilirattan.az/wp-includes/fonts/dashicons2ce6.ttf	(from https://zilirattan.az/wp-includes/css/dashicons.min.css?ver=5.2.5)
12:04:58	13688/13688	---M--	200	added ('OK')	application/vnd.ms-fontobject	date:Sat,%2009%20Nov%202019%2019:25:36%20GMT	https://zilirattan.az/wp-content/plugins/everest-forms/assets/fonts/EverestForms.eot?94dwsf	C:/Users/Code/Desktop/Zilirattan.az/zilirattan.az/wp-content/plugins/everest-forms/assets/fonts/EverestForms2eb7.eot	(from https://zilirattan.az/wp-content/plugins/everest-forms/assets/css/everest-forms.css?ver=1.5.7)
12:04:58	13504/13504	---M--	200	added ('OK')	font/ttf	date:Sat,%2009%20Nov%202019%2019:25:36%20GMT	https://zilirattan.az/wp-content/plugins/everest-forms/assets/fonts/EverestForms.ttf?94dwsf	C:/Users/Code/Desktop/Zilirattan.az/zilirattan.az/wp-content/plugins/everest-forms/assets/fonts/EverestForms2eb7.ttf	(from https://zilirattan.az/wp-content/plugins/everest-forms/assets/css/everest-forms.css?ver=1.5.7)
12:04:58	13580/13580	---M--	200	added ('OK')	font/woff	date:Sat,%2009%20Nov%202019%2019:25:36%20GMT	https://zilirattan.az/wp-content/plugins/everest-forms/assets/fonts/EverestForms.woff?94dwsf	C:/Users/Code/Desktop/Zilirattan.az/zilirattan.az/wp-content/plugins/everest-forms/assets/fonts/EverestForms2eb7.woff	(from https://zilirattan.az/wp-content/plugins/everest-forms/assets/css/everest-forms.css?ver=1.5.7)
